Unnamed: 0,sentence_original,sentence_num,stimulus_id,experiment,story,passage_index,passage_label,passage_category,sentence_paraphrase_1,sentence_paraphrase_2,sentence_paraphrase_3,sentence_original_stripped,sentence_paraphrase_1_stripped,sentence_paraphrase_2_stripped,sentence_paraphrase_3_stripped,sentence_original_length,sentence_paraphrase_1_length,sentence_paraphrase_2_length,sentence_paraphrase_3_length,sentence_paraphrase_closest,sentence_paraphrase_closest_candidate_num,diff_sentence_length_original_paraphrase,sentence_paraphrase_post_inspection,manual_candidate_choice,manual_replacement
518,"Salmon is the most common farmed fish, though it can also be caught in the wild.",275,384sentences.275,384sentences,384sentences.fish,69,Salmon,fish,"The most frequently farmed fish is salmon, though it can also be caught in the wild.","Salmon is the most commonly farmed fish, but it can also be caught from the wild.","While salmon is the most commonly farmed fish, it is also possible to catch it in the wild.",salmon is the most common farmed fish though it can also be caught in the wild.,the most frequently farmed fish is salmon though it can also be caught in the wild.,salmon is the most commonly farmed fish but it can also be caught from the wild.,while salmon is the most commonly farmed fish it is also possible to catch it in the wild.,16,16,16,18,the most frequently farmed fish is salmon though it can also be caught in the wild.,1,0,the most frequently farmed fish is salmon though it can also be caught in the wild.,,
519,A saw is a tool that uses a hard blade or abrasive wire to cut hard materials.,276,384sentences.276,384sentences,384sentences.tool,70,Saw,tool,A saw is a tool that uses a hard blade or abrasive wire to cut through tough materials.,A saw is a tool that utilizes a hard blade or abrasive wire to cut through hard materials.,The saw is a tool that cuts through tough materials using a hard blade or abrasive wire.,a saw is a tool that uses a hard blade or abrasive wire to cut hard materials.,a saw is a tool that uses a hard blade or abrasive wire to cut through tough materials.,a saw is a tool that utilizes a hard blade or abrasive wire to cut through hard materials.,the saw is a tool that cuts through tough materials using a hard blade or abrasive wire.,17,18,18,17,the saw is a tool that cuts through tough materials using a hard blade or abrasive wire.,3,0,the saw is a tool that cuts through tough materials using a hard blade or abrasive wire.,,
520,The small sharp points along the cutting side of the saw are called the teeth.,277,384sentences.277,384sentences,384sentences.tool,70,Saw,tool,"The tiny, pointed blades along the cutting edge of the saw are known as the saw's teeth.",The small pointed edges on the cutting side of the saw are referred to as its teeth.,The points on the cutting edge of the saw are called its teeth.,the small sharp points along the cutting side of the saw are called the teeth.,the tiny pointed blades along the cutting edge of the saw are known as the saw's teeth.,the small pointed edges on the cutting side of the saw are referred to as its teeth.,the points on the cutting edge of the saw are called its teeth.,15,17,17,13,the tiny pointed blades along the cutting edge of the saw are known as the saw's teeth.,1,2,the tiny pointed blades along the cutting edge of the saw are known as the saw's teeth.,,
521,"Saws can be worked by hand, or powered by an electric motor or gas engine.",278,384sentences.278,384sentences,384sentences.tool,70,Saw,tool,Saws can be operated manually or with the help of an electrical motor or gasoline engine.,"Saws can be powered by an electric motor, gas engine, or used manually.",The saw can either be powered by electricity or gasoline or used by hand.,saws can be worked by hand or powered by an electric motor or gas engine.,saws can be operated manually or with the help of an electrical motor or gasoline engine.,saws can be powered by an electric motor gas engine or used manually.,the saw can either be powered by electricity or gasoline or used by hand.,15,16,13,14,saws can be operated manually or with the help of an electrical motor or gasoline engine.,1,1,saws can be operated manually or with the help of an electrical motor or gasoline engine.,,
522,"Saws are used extensively in forestry, construction, carpentry and medicine.",279,384sentences.279,384sentences,384sentences.tool,70,Saw,tool,"Saws play an important role in industries such as forestry, construction, woodworking, and medicine.","Saws are commonly used in the fields of construction, forestry, carpentry, and medicine.","The saw is a crucial tool in the forestry, construction, carpentry, and medical industries.",saws are used extensively in forestry construction carpentry and medicine.,saws play an important role in industries such as forestry construction woodworking and medicine.,saws are commonly used in the fields of construction forestry carpentry and medicine.,the saw is a crucial tool in the forestry construction carpentry and medical industries.,10,14,13,14,saws are commonly used in the fields of construction forestry carpentry and medicine.,2,3,saws are commonly used in the fields of construction forestry carpentry and medicine.,,
523,A scientist studies and produces new knowledge about the physical world.,280,384sentences.280,384sentences,384sentences.profession,71,Scientist,profession,Scientists investigate and develop new understandings of the physical universe.,A scientist's work involves discovering new information about the physical world.,A scientist's primary role is to research and uncover new knowledge about the physical universe.,a scientist studies and produces new knowledge about the physical world.,scientists investigate and develop new understandings of the physical universe.,a scientist's work involves discovering new information about the physical world.,a scientist's primary role is to research and uncover new knowledge about the physical universe.,11,10,11,15,a scientist's work involves discovering new information about the physical world.,2,0,a scientist's work involves discovering new information about the physical world.,,
524,A scientist creates hypotheses and does experiments to test them.,281,384sentences.281,384sentences,384sentences.profession,71,Scientist,profession,Scientists develop theories and conduct experiments to verify them.,Scientists form hypotheses and perform experiments to prove or disprove them.,Scientists formulate hypotheses and carry out experiments to test their validity.,a scientist creates hypotheses and does experiments to test them.,scientists develop theories and conduct experiments to verify them.,scientists form hypotheses and perform experiments to prove or disprove them.,scientists formulate hypotheses and carry out experiments to test their validity.,10,9,11,11,scientists develop theories and conduct experiments to verify them.,1,1,scientists develop theories and conduct experiments to verify them.,,
525,"Physics, chemistry and biology are classic examples of sciences.",282,384sentences.282,384sentences,384sentences.profession,71,Scientist,profession,"The sciences of physics, chemistry, and biology are prime examples.","Physics, chemistry, and biology are well-known fields of science.","Physics, chemistry, and biology are representative examples of scientific disciplines.",physics chemistry and biology are classic examples of sciences.,the sciences of physics chemistry and biology are prime examples.,physics chemistry and biology are well-known fields of science.,physics chemistry and biology are representative examples of scientific disciplines.,9,10,9,10,physics chemistry and biology are well-known fields of science.,2,0,physics chemistry and biology are well-known fields of science.,,
526,Scientists publish their research in journals and conferences.,283,384sentences.283,384sentences,384sentences.profession,71,Scientist,profession,Scientists publish their findings in academic journals and conferences.,Scientists present their research in conferences and academic journals.,The results of a scientist's research are typically published in academic journals or presented at conferences.,scientists publish their research in journals and conferences.,scientists publish their findings in academic journals and conferences.,scientists present their research in conferences and academic journals.,the results of a scientist's research are typically published in academic journals or presented at conferences.,8,9,9,16,scientists publish their findings in academic journals and conferences.,1,1,scientists publish their findings in academic journals and conferences.,,
527,Scissors are a two-bladed instrument used for cutting.,284,384sentences.284,384sentences,384sentences.tool,72,Scissors,tool,Scissors are a cutting tool consisting of two blades.,Scissors are a pair of blades used for cutting.,Scissors are a tool used for cutting and consist of two blades.,scissors are a two-bladed instrument used for cutting.,scissors are a cutting tool consisting of two blades.,scissors are a pair of blades used for cutting.,scissors are a tool used for cutting and consist of two blades.,8,9,9,12,scissors are a cutting tool consisting of two blades.,1,1,scissors are a cutting tool consisting of two blades.,,
528,"The blades are usually metallic, with plastic or metal handles.",285,384sentences.285,384sentences,384sentences.tool,72,Scissors,tool,The scissors' blades are usually made of metal and their handles are made of plastic or metal.,Scissors typically have metal blades and plastic or metal handles.,"The blades of scissors are typically constructed of metal, while the handles are either plastic or metal.",the blades are usually metallic with plastic or metal handles.,the scissors' blades are usually made of metal and their handles are made of plastic or metal.,scissors typically have metal blades and plastic or metal handles.,the blades of scissors are typically constructed of metal while the handles are either plastic or metal.,10,17,10,17,scissors typically have metal blades and plastic or metal handles.,2,0,they typically have metal blades and plastic or metal handles.,,1
529,"Depending on the size and format, scissors can cut paper, hair or fabric.",286,384sentences.286,384sentences,384sentences.tool,72,Scissors,tool,"Depending on the type and design, scissors can be used to cut paper, hair, or cloth.","Scissors can be used for cutting a variety of materials such as paper, hair, and fabric, depending on their size and design.","The materials that scissors can cut, such as paper, hair, or fabric, depend on their size and design.",depending on the size and format scissors can cut paper hair or fabric.,depending on the type and design scissors can be used to cut paper hair or cloth.,scissors can be used for cutting a variety of materials such as paper hair and fabric depending on their size and design.,the materials that scissors can cut such as paper hair or fabric depend on their size and design.,13,16,22,18,depending on the type and design scissors can be used to cut paper hair or cloth.,1,3,depending on the type and design scissors can be used to cut paper hair or cloth.,,
530,Shears are large scissors used for cutting shrubs or pieces of metal.,287,384sentences.287,384sentences,384sentences.tool,72,Scissors,tool,Shears are a large type of scissors used for trimming shrubs or cutting metal.,Shears are large scissors utilized for cutting shrubs or metal pieces.,Large scissors known as shears are used for cutting shrubs or metal.,shears are large scissors used for cutting shrubs or pieces of metal.,shears are a large type of scissors used for trimming shrubs or cutting metal.,shears are large scissors utilized for cutting shrubs or metal pieces.,large scissors known as shears are used for cutting shrubs or metal.,12,14,11,12,large scissors known as shears are used for cutting shrubs or metal.,3,0,large scissors known as shears are used for cutting shrubs or metal.,,
531,A screwdriver is a tool for inserting and tightening screws into something.,288,384sentences.288,384sentences,384sentences.tool,73,Screwdriver,tool,A screwdriver is a tool used for inserting screws and tightening them.,The screwdriver is a tool employed for inserting screws and making them tight.,The screwdriver is utilized for inserting screws and tightening them securely.,a screwdriver is a tool for inserting and tightening screws into something.,a screwdriver is a tool used for inserting screws and tightening them.,the screwdriver is a tool employed for inserting screws and making them tight.,the screwdriver is utilized for inserting screws and tightening them securely.,12,12,13,11,a screwdriver is a tool used for inserting screws and tightening them.,1,0,a screwdriver is a tool used for inserting screws and tightening them.,,
532,Screwdrivers can also be used to remove screws after they are inserted.,289,384sentences.289,384sentences,384sentences.tool,73,Screwdriver,tool,A screwdriver can also be used to remove screws after they have been inserted.,The screwdriver can be used to both insert and remove screws.,The screwdriver can also be used to extract screws that have already been inserted.,screwdrivers can also be used to remove screws after they are inserted.,a screwdriver can also be used to remove screws after they have been inserted.,the screwdriver can be used to both insert and remove screws.,the screwdriver can also be used to extract screws that have already been inserted.,12,14,11,14,the screwdriver can be used to both insert and remove screws.,2,1,the screwdriver can be used to both insert and remove screws.,,
533,The screwdriver tip applies the torque from rotating the handle.,290,384sentences.290,384sentences,384sentences.tool,73,Screwdriver,tool,The screwdriver tip is responsible for transmitting the torque generated by turning the handle.,The screwdriver's tip transmits the rotational force from the handle.,The tip of the screwdriver transmits the rotational force generated by turning the handle.,the screwdriver tip applies the torque from rotating the handle.,the screwdriver tip is responsible for transmitting the torque generated by turning the handle.,the screwdriver's tip transmits the rotational force from the handle.,the tip of the screwdriver transmits the rotational force generated by turning the handle.,10,14,10,14,the screwdriver's tip transmits the rotational force from the handle.,2,0,the screwdriver's tip transmits the rotational force from the handle.,,
534,The two major types of screwdrivers are Phillips and flathead.,291,384sentences.291,384sentences,384sentences.tool,73,Screwdriver,tool,The two main types of screwdrivers are the Phillips and flathead.,Phillips and flathead are the two primary types of screwdrivers.,The two most common screwdriver types are Phillips and flathead.,the two major types of screwdrivers are phillips and flathead.,the two main types of screwdrivers are the phillips and flathead.,phillips and flathead are the two primary types of screwdrivers.,the two most common screwdriver types are phillips and flathead.,10,11,10,10,phillips and flathead are the two primary types of screwdrivers.,2,0,phillips and flathead are the two primary types of screwdrivers.,,
535,A shark is a large fish with a cartilage skeleton.,292,384sentences.292,384sentences,384sentences.fish,74,Shark,fish,A shark is a type of large fish that has a skeleton made of cartilage.,Sharks are large fish that have skeletons made of cartilage.,Sharks are a species of large fish with a skeleton constructed of cartilage.,a shark is a large fish with a cartilage skeleton.,a shark is a type of large fish that has a skeleton made of cartilage.,sharks are large fish that have skeletons made of cartilage.,sharks are a species of large fish with a skeleton constructed of cartilage.,10,15,10,13,sharks are large fish that have skeletons made of cartilage.,2,0,sharks are large fish that have skeletons made of cartilage.,,
536,"Sharks have streamlined bodies, with a large dorsal fin.",293,384sentences.293,384sentences,384sentences.fish,74,Shark,fish,Sharks have a sleek body with a large dorsal fin on top.,The bodies of sharks are aerodynamic and have a large dorsal fin.,Sharks are built for speed and have a streamlined body with a prominent dorsal fin.,sharks have streamlined bodies with a large dorsal fin.,sharks have a sleek body with a large dorsal fin on top.,the bodies of sharks are aerodynamic and have a large dorsal fin.,sharks are built for speed and have a streamlined body with a prominent dorsal fin.,9,12,12,15,sharks have a sleek body with a large dorsal fin on top.,1,3,sharks have a sleek body with a large dorsal fin on top.,,
537,"Most sharks predate on fish and mammals, with powerful jaws.",294,384sentences.294,384sentences,384sentences.fish,74,Shark,fish,"Many sharks feed on fish and mammals, using their powerful jaws to bite and capture their prey.","A majority of sharks hunt for fish and mammals, utilizing their formidable jaws for hunting.","Sharks mostly prey on fish and mammals, with jaws that are powerful enough to catch their prey.",most sharks predate on fish and mammals with powerful jaws.,many sharks feed on fish and mammals using their powerful jaws to bite and capture their prey.,a majority of sharks hunt for fish and mammals utilizing their formidable jaws for hunting.,sharks mostly prey on fish and mammals with jaws that are powerful enough to catch their prey.,10,17,15,17,a majority of sharks hunt for fish and mammals utilizing their formidable jaws for hunting.,2,5,a majority of sharks hunt for fish and mammals utilizing their strong jaws.,,1
538,Sharks have very keen senses and can detect electrical fields.,295,384sentences.295,384sentences,384sentences.fish,74,Shark,fish,Sharks possess highly developed senses and can detect electrical signals.,Sharks have highly sensitive senses and can pick up on electrical fields.,"The senses of sharks are highly developed, and they are capable of detecting electrical fields.",sharks have very keen senses and can detect electrical fields.,sharks possess highly developed senses and can detect electrical signals.,sharks have highly sensitive senses and can pick up on electrical fields.,the senses of sharks are highly developed and they are capable of detecting electrical fields.,10,10,12,15,sharks possess highly developed senses and can detect electrical signals.,1,0,sharks possess highly developed senses and can detect electrical signals.,,
539,A ship is a large vehicle that floats and travels on water.,296,384sentences.296,384sentences,384sentences.vehicles_transport,75,Ship,vehicles_transport,A ship is a large waterborne vehicle.,A ship is a massive vessel that travels on water.,A ship is a massive vehicle designed to float on water.,a ship is a large vehicle that floats and travels on water.,a ship is a large waterborne vehicle.,a ship is a massive vessel that travels on water.,a ship is a massive vehicle designed to float on water.,12,7,10,11,a ship is a massive vehicle designed to float on water.,3,1,a ship is a massive vehicle designed to float on water.,,
540,"A ship can be powered in the ocean by sails, steam, or diesel engines.",297,384sentences.297,384sentences,384sentences.vehicles_transport,75,Ship,vehicles_transport,"A ship can be powered in the ocean by wind with sails, steam, or diesel engines.","A ship can be propelled through the ocean by either sails, steam, or diesel engines.","In the ocean, ships can be powered by sails, steam, or diesel engines.",a ship can be powered in the ocean by sails steam or diesel engines.,a ship can be powered in the ocean by wind with sails steam or diesel engines.,a ship can be propelled through the ocean by either sails steam or diesel engines.,in the ocean ships can be powered by sails steam or diesel engines.,14,16,15,13,a ship can be propelled through the ocean by either sails steam or diesel engines.,2,1,a ship can be propelled through the ocean by either sails steam or diesel engines.,,
541,Ships are used to fish in the ocean and to transport cargo containers.,298,384sentences.298,384sentences,384sentences.vehicles_transport,75,Ship,vehicles_transport,Ships are utilized for fishing in the ocean and for carrying cargo containers.,Ships are employed both for fishing in the ocean and for transporting cargo containers.,The ocean is used by ships for fishing and cargo containers are transported by ships.,ships are used to fish in the ocean and to transport cargo containers.,ships are utilized for fishing in the ocean and for carrying cargo containers.,ships are employed both for fishing in the ocean and for transporting cargo containers.,the ocean is used by ships for fishing and cargo containers are transported by ships.,13,13,14,15,ships are utilized for fishing in the ocean and for carrying cargo containers.,1,0,ships are utilized for fishing in the ocean and for carrying cargo containers.,,
542,Cruise ships are floating hotels that take people between cities.,299,384sentences.299,384sentences,384sentences.vehicles_transport,75,Ship,vehicles_transport,Cruise ships are large floating hotels that transport passengers between cities.,Cruise ships are massive floating hotels that take travelers from one city to another.,A cruise ship is a large floating hotel that transports travelers between cities.,cruise ships are floating hotels that take people between cities.,cruise ships are large floating hotels that transport passengers between cities.,cruise ships are massive floating hotels that take travelers from one city to another.,a cruise ship is a large floating hotel that transports travelers between cities.,10,11,14,13,cruise ships are large floating hotels that transport passengers between cities.,1,1,cruise ships are large floating hotels that transport passengers between cities.,,
543,"A shoe is clothing for the foot, with a sole, an outsole and a heel.",300,384sentences.300,384sentences,384sentences.clothing,76,Shoe,clothing,"Shoes are articles of clothing designed to be worn on the feet and have a sole, an outsole, and a heel.","Shoes are foot coverings that have a sole, outsole, and heel.","Shoes are garments designed to be worn on the feet, consisting of a sole, an outsole, and a heel.",a shoe is clothing for the foot with a sole an outsole and a heel.,shoes are articles of clothing designed to be worn on the feet and have a sole an outsole and a heel.,shoes are foot coverings that have a sole outsole and heel.,shoes are garments designed to be worn on the feet consisting of a sole an outsole and a heel.,15,21,11,19,shoes are foot coverings that have a sole outsole and heel.,2,4,"Footwear consisting of a sole, outsole, and heel is known as a shoe.",,1
544,"Shoes are usually made of leather, canvas, rubber or plastic.",301,384sentences.301,384sentences,384sentences.clothing,76,Shoe,clothing,"Shoes are often constructed with materials such as leather, canvas, rubber, or plastic.","The materials used for shoes can include leather, canvas, rubber, and plastic.","Shoes can be made from a variety of materials, including leather, canvas, rubber, and plastic.",shoes are usually made of leather canvas rubber or plastic.,shoes are often constructed with materials such as leather canvas rubber or plastic.,the materials used for shoes can include leather canvas rubber and plastic.,shoes can be made from a variety of materials including leather canvas rubber and plastic.,10,13,12,15,the materials used for shoes can include leather canvas rubber and plastic.,2,2,the materials used for shoes can include leather canvas rubber and plastic.,,
545,Women's shoes often have high heels and come in many styles and colors.,302,384sentences.302,384sentences,384sentences.clothing,76,Shoe,clothing,Women's footwear can feature high heels and come in a range of styles and hues.,High-heeled shoes for women are available in numerous styles and colors.,Female shoes may have high heels and are available in various styles and colors.,women's shoes often have high heels and come in many styles and colors.,women's footwear can feature high heels and come in a range of styles and hues.,high-heeled shoes for women are available in numerous styles and colors.,female shoes may have high heels and are available in various styles and colors.,13,15,11,14,female shoes may have high heels and are available in various styles and colors.,3,1,female shoes may have high heels and are available in various styles and colors.,,
546,A sneaker is a shoe for sports and athletic activity.,303,384sentences.303,384sentences,384sentences.clothing,76,Shoe,clothing,Sneakers are shoes made for athletic activities and sports.,A type of athletic shoe is the sneaker.,Shoes specifically designed for sports and physical activity are known as sneakers.,a sneaker is a shoe for sports and athletic activity.,sneakers are shoes made for athletic activities and sports.,a type of athletic shoe is the sneaker.,shoes specifically designed for sports and physical activity are known as sneakers.,10,9,8,12,sneakers are shoes made for athletic activities and sports.,1,1,sneakers are shoes made for athletic activities and sports.,,
547,A soldier is a member of the national armed forces who fights on land.,304,384sentences.304,384sentences,384sentences.profession,77,Soldier,profession,A member of the military who engages in land-based combat is known as a soldier.,A soldier is defined as a person who serves in the army and fights on land.,Someone who is part of the armed forces and fights on land is referred to as a soldier.,a soldier is a member of the national armed forces who fights on land.,a member of the military who engages in land-based combat is known as a soldier.,a soldier is defined as a person who serves in the army and fights on land.,someone who is part of the armed forces and fights on land is referred to as a soldier.,14,15,16,18,a member of the military who engages in land-based combat is known as a soldier.,1,1,a member of the military who engages in land-based combat is known as a soldier.,,
548,"A soldier in the militia must wear a uniform, usually camouflage.",305,384sentences.305,384sentences,384sentences.profession,77,Soldier,profession,"A member of the militia must wear a uniform, typically with a camouflage pattern.","Militiamen are usually required to wear a uniform, often with camouflage.","Members of the militia usually wear a uniform, usually in a camouflage pattern.",a soldier in the militia must wear a uniform usually camouflage.,a member of the militia must wear a uniform typically with a camouflage pattern.,militiamen are usually required to wear a uniform often with camouflage.,members of the militia usually wear a uniform usually in a camouflage pattern.,11,14,11,13,militiamen are usually required to wear a uniform often with camouflage.,2,0,militiamen are usually required to wear a uniform often with camouflage.,,
549,"In a volunteer army, a soldier is paid for his or her work.",306,384sentences.306,384sentences,384sentences.profession,77,Soldier,profession,"In a volunteer military, soldiers are compensated for their services.",Members of a volunteer army receive pay for their duties.,People serving in a volunteer military are rewarded with compensation.,in a volunteer army a soldier is paid for his or her work.,in a volunteer military soldiers are compensated for their services.,members of a volunteer army receive pay for their duties.,people serving in a volunteer military are rewarded with compensation.,13,10,10,10,in a volunteer military soldiers are compensated for their services.,1,3,in a volunteer military soldiers are compensated for their services.,,
550,A soldier fights using weapons such as rifles and grenades.,307,384sentences.307,384sentences,384sentences.profession,77,Soldier,profession,A soldier engages in combat using weapons such as rifles and grenades.,Soldiers use weapons like rifles and grenades during battles.,"In combat, soldiers employ weapons such as rifles and grenades.",a soldier fights using weapons such as rifles and grenades.,a soldier engages in combat using weapons such as rifles and grenades.,soldiers use weapons like rifles and grenades during battles.,in combat soldiers employ weapons such as rifles and grenades.,10,12,9,10,in combat soldiers employ weapons such as rifles and grenades.,3,0,in combat soldiers employ weapons such as rifles and grenades.,,
551,Spears are weapons that consist of a pole and sharpened head at one end.,308,384sentences.308,384sentences,384sentences.weapon,78,Spear,weapon,Spears are composed of a long pole with a sharp head at one end.,A spear is a weapon that has a sharpened end on a pole.,A spear is comprised of a long pole with a sharp point at one end.,spears are weapons that consist of a pole and sharpened head at one end.,spears are composed of a long pole with a sharp head at one end.,a spear is a weapon that has a sharpened end on a pole.,a spear is comprised of a long pole with a sharp point at one end.,14,14,13,15,spears are composed of a long pole with a sharp head at one end.,1,0,spears are composed of a long pole with a sharp head at one end.,,
552,Spears were the most common personal weapon before the advent of firearms.,309,384sentences.309,384sentences,384sentences.weapon,78,Spear,weapon,Personal weapons prior to firearms were typically spears.,"Before firearms became prevalent, the most common type of personal weapon was the spear.",The spear was the weapon of choice for individuals before firearms came about.,spears were the most common personal weapon before the advent of firearms.,personal weapons prior to firearms were typically spears.,before firearms became prevalent the most common type of personal weapon was the spear.,the spear was the weapon of choice for individuals before firearms came about.,12,8,14,13,the spear was the weapon of choice for individuals before firearms came about.,3,1,the spear was the weapon of choice for individuals before firearms came about.,,
553,Spears were used for stabbing or throwing when fighting in war.,310,384sentences.310,384sentences,384sentences.weapon,78,Spear,weapon,Spears were employed for both stabbing and throwing in warfare.,"In war, the spear was utilized for both thrusting and launching.","When it came to fighting in war, the spear was used for piercing and hurling.",spears were used for stabbing or throwing when fighting in war.,spears were employed for both stabbing and throwing in warfare.,in war the spear was utilized for both thrusting and launching.,when it came to fighting in war the spear was used for piercing and hurling.,11,10,11,15,in war the spear was utilized for both thrusting and launching.,2,0,in war the spear was utilized for both stabbing and throwing.,,1
554,Some native people still use the spear for hunting and fishing.,311,384sentences.311,384sentences,384sentences.weapon,78,Spear,weapon,Some indigenous communities still use spears for fishing and hunting.,The spear remains in use by some native peoples for subsistence activities such as hunting and fishing.,Hunting and fishing are still done with spears by some aboriginal populations.,some native people still use the spear for hunting and fishing.,some indigenous communities still use spears for fishing and hunting.,the spear remains in use by some native peoples for subsistence activities such as hunting and fishing.,hunting and fishing are still done with spears by some aboriginal populations.,11,10,17,12,some indigenous communities still use spears for fishing and hunting.,1,1,some indigenous communities still use spears for fishing and hunting.,,
555,Spiders are insects with eight legs that make silk.,312,384sentences.312,384sentences,384sentences.insect,79,Spider,insect,Spiders are eight-legged creatures that spin silk.,Silk-spinning creatures with eight legs are called spiders.,"With eight legs, spiders are insects that produce silk.",spiders are insects with eight legs that make silk.,spiders are eight-legged creatures that spin silk.,silk-spinning creatures with eight legs are called spiders.,with eight legs spiders are insects that produce silk.,9,7,8,9,with eight legs spiders are insects that produce silk.,3,0,insects that have eight legs and make silk are called spiders.,,1
556,Spiders build webs with silk and use them to catch insects.,313,384sentences.313,384sentences,384sentences.insect,79,Spider,insect,Webs are constructed by spiders using silk to trap insects.,Spiders make webs out of silk to ensnare insects.,"the use of silk, spiders spin webs to capture insects.",spiders build webs with silk and use them to catch insects.,webs are constructed by spiders using silk to trap insects.,spiders make webs out of silk to ensnare insects.,the use of silk spiders spin webs to capture insects.,11,10,9,10,webs are constructed by spiders using silk to trap insects.,1,1,webs are constructed by spiders using silk to trap insects.,,
557,Spiders use venomous fangs to paralyse their stuck prey.,314,384sentences.314,384sentences,384sentences.insect,79,Spider,insect,Spiders immobilize their prey with venomous fangs.,Their prey is paralyzed by spiders using venomous fangs.,Venomous fangs are used by spiders to render their prey helpless.,spiders use venomous fangs to paralyse their stuck prey.,spiders immobilize their prey with venomous fangs.,their prey is paralyzed by spiders using venomous fangs.,venomous fangs are used by spiders to render their prey helpless.,9,7,9,11,their prey is paralyzed by spiders using venomous fangs.,2,0,their prey is paralyzed by spiders using venomous fangs.,,
558,Spiders can be as small as a coin or as big as a bird.,315,384sentences.315,384sentences,384sentences.insect,79,Spider,insect,Spiders can vary in size from as small as a coin to as large as a bird.,"The size of spiders can range from tiny, like a coin, to big, like a bird.","Spiders come in all sizes, from as small as a coin to as big as a bird.",spiders can be as small as a coin or as big as a bird.,spiders can vary in size from as small as a coin to as large as a bird.,the size of spiders can range from tiny like a coin to big like a bird.,spiders come in all sizes from as small as a coin to as big as a bird.,14,17,16,17,the size of spiders can range from tiny like a coin to big like a bird.,2,2,the size of spiders can range from tiny like a coin to big like a bird.,,
559,"Swamps are low, spongy land subject to frequent inundation.",316,384sentences.316,384sentences,384sentences.landscape,80,Swamp,landscape,Swamps are lands with low elevation and a spongy texture that are often flooded.,"Land that is frequently flooded and has a low, spongy texture is called a swamp.","Areas that are characterized by low elevation, a spongy texture, and frequent flooding are known as swamps.",swamps are low spongy land subject to frequent inundation.,swamps are lands with low elevation and a spongy texture that are often flooded.,land that is frequently flooded and has a low spongy texture is called a swamp.,areas that are characterized by low elevation a spongy texture and frequent flooding are known as swamps.,9,14,15,17,swamps are lands with low elevation and a spongy texture that are often flooded.,1,5,Swamps are inundated lowlands with spongy soil.,,1
560,"A swamp is covered with shallow water, mud and vegetation.",317,384sentences.317,384sentences,384sentences.landscape,80,Swamp,landscape,"A swamp is characterized by shallow water, mud, and vegetation.","The shallow water, mud, and vegetation make up the swamp.","Shallow water, mud, and vegetation cover the swamp.",a swamp is covered with shallow water mud and vegetation.,a swamp is characterized by shallow water mud and vegetation.,the shallow water mud and vegetation make up the swamp.,shallow water mud and vegetation cover the swamp.,10,10,10,8,a swamp is characterized by shallow water mud and vegetation.,1,0,a swamp is characterized by shallow water mud and vegetation.,,
561,Swamps are nesting and breeding grounds for birds and reptiles.,318,384sentences.318,384sentences,384sentences.landscape,80,Swamp,landscape,Swamps provide a habitat for birds and reptiles for nesting and breeding.,Birds and reptiles nest and breed in swamps.,Swamps serve as nesting and breeding grounds for birds and reptiles.,swamps are nesting and breeding grounds for birds and reptiles.,swamps provide a habitat for birds and reptiles for nesting and breeding.,birds and reptiles nest and breed in swamps.,swamps serve as nesting and breeding grounds for birds and reptiles.,10,12,8,11,swamps serve as nesting and breeding grounds for birds and reptiles.,3,1,swamps serve as nesting and breeding grounds for birds and reptiles.,,
562,Farmers often drain swamps to produce fertile arable land. ,319,384sentences.319,384sentences,384sentences.landscape,80,Swamp,landscape,Swamps are often transformed into arable land by draining them.,The transformation of swamps into fertile arable land is commonly done by farmers.,Draining swamps is a common practice by farmers to produce arable land.,farmers often drain swamps to produce fertile arable land .,swamps are often transformed into arable land by draining them.,the transformation of swamps into fertile arable land is commonly done by farmers.,draining swamps is a common practice by farmers to produce arable land.,10,10,13,12,swamps are often transformed into arable land by draining them.,1,0,swamps are often transformed into arable land by draining them.,,
563,A sweater is a heavy garment worn on the torso for warmth.,320,384sentences.320,384sentences,384sentences.clothing,81,Sweater,clothing,A sweater is a warm clothing item worn on the torso.,The sweater is a type of garment worn for warmth on the torso.,A garment worn for warmth on the torso is called a sweater.,a sweater is a heavy garment worn on the torso for warmth.,a sweater is a warm clothing item worn on the torso.,the sweater is a type of garment worn for warmth on the torso.,a garment worn for warmth on the torso is called a sweater.,12,11,13,12,a garment worn for warmth on the torso is called a sweater.,3,0,a garment worn for warmth on the torso is called a sweater.,,
564,Sweaters are often knitted from wool but cotton is also common.,321,384sentences.321,384sentences,384sentences.clothing,81,Sweater,clothing,Wool and cotton are both materials used to make sweaters.,Sweaters can be made from wool or cotton.,The materials used to make sweaters include wool and cotton.,sweaters are often knitted from wool but cotton is also common.,wool and cotton are both materials used to make sweaters.,sweaters can be made from wool or cotton.,the materials used to make sweaters include wool and cotton.,11,10,8,10,wool and cotton are both materials used to make sweaters.,1,1,wool and cotton are both materials used to make sweaters.,,
